sal_code_2021,sal_name_2021,sa2_code_2021,sa2_name_2021,overlap_area_pct,confidence
SAL21426,Laharum,215011390,Nhill Region,0.0,low
SAL21426,Laharum,215011392,Stawell,0.0,low
SAL21427,Lake Boga,215031405,Swan Hill Surrounds,100.0,high
SAL21428,Lake Bolac,201011007,Smythes Creek,43.15,low
SAL21428,Lake Bolac,201031015,Golden Plains - North,30.15,low
SAL21428,Lake Bolac,201031014,Beaufort,13.51,low
SAL21428,Lake Bolac,215011387,Ararat Surrounds,7.44,low
SAL21428,Lake Bolac,201011006,Delacombe,5.27,low
SAL21428,Lake Bolac,203011035,Golden Plains - South,0.34,low
SAL21428,Lake Bolac,217041477,Moyne - East,0.13,low
SAL21429,Lake Bunga,205021084,Lakes Entrance,96.39,high
SAL21429,Lake Bunga,205021085,Orbost,3.61,low
SAL21429,Lake Bunga,205051100,Longford - Loch Sport,0.0,low
SAL21430,Lake Charm,215031401,Gannawarra,100.0,high
SAL21431,Lake Condah,217011420,Glenelg (Vic.),100.0,high
SAL21432,Lake Eildon,204011054,Alexandra,99.7,high
SAL21432,Lake Eildon,204011057,Mansfield (Vic.),0.3,low
SAL21433,Lake Eppalock,202021029,Heathcote,33.87,low
SAL21433,Lake Eppalock,202021030,Kyneton,30.48,low
SAL21433,Lake Eppalock,202011025,White Hills - Ascot,10.27,low
SAL21433,Lake Eppalock,202011024,Strathfieldsaye,9.99,low
SAL21433,Lake Eppalock,202011023,Maiden Gully,5.07,low
SAL21433,Lake Eppalock,202021026,Bendigo Surrounds - South,4.93,low
SAL21433,Lake Eppalock,202021028,Castlemaine Surrounds,1.52,low
SAL21433,Lake Eppalock,202031032,Bendigo Surrounds - North,1.07,low
SAL21433,Lake Eppalock,216011410,Rushworth,0.65,low
SAL21433,Lake Eppalock,202031033,Loddon,0.57,low
SAL21433,Lake Eppalock,204011060,Seymour Surrounds,0.55,low
SAL21433,Lake Eppalock,201021011,Daylesford,0.4,low
SAL21433,Lake Eppalock,204011058,Nagambie,0.39,low
SAL21433,Lake Eppalock,202011019,California Gully - Eaglehawk,0.2,low
SAL21433,Lake Eppalock,201031017,Maryborough Surrounds,0.01,low
SAL21434,Lake Fyans,215011392,Stawell,72.68,medium
SAL21434,Lake Fyans,215011387,Ararat Surrounds,27.32,low
SAL21435,Lake Gardens,201011008,Wendouree - Miners Rest,85.9,medium
SAL21435,Lake Gardens,201011002,Ballarat,14.1,low
SAL21436,Lake Goldsmith,201031014,Beaufort,99.88,high
SAL21436,Lake Goldsmith,215011387,Ararat Surrounds,0.12,low
SAL21437,Lake Lonsdale,215011392,Stawell,72.68,medium
SAL21437,Lake Lonsdale,215011387,Ararat Surrounds,27.32,low
SAL21438,Lake Marmal,215031400,Buloke,91.16,high
SAL21438,Lake Marmal,202031033,Loddon,8.84,low
SAL21439,Lake Meran,215031402,Kerang,72.32,medium
SAL21439,Lake Meran,215031401,Gannawarra,26.89,low
SAL21439,Lake Meran,202031033,Loddon,0.79,low
SAL21440,Lake Mundi,217011420,Glenelg (Vic.),75.12,medium
SAL21440,Lake Mundi,215011393,West Wimmera,18.28,low
SAL21440,Lake Mundi,217011423,Southern Grampians,6.61,low
SAL21441,Lake Powell,215031405,Swan Hill Surrounds,100.0,high
SAL21442,Lake Rowan,216021412,Moira,100.0,high
SAL21443,Lake Tyers,205021085,Orbost,100.0,high
SAL21444,Lake Tyers Beach,205021084,Lakes Entrance,96.39,high
SAL21444,Lake Tyers Beach,205021085,Orbost,3.61,low
SAL21444,Lake Tyers Beach,205051100,Longford - Loch Sport,0.0,low
SAL21445,Lake Tyrrell,215031400,Buloke,100.0,high
SAL21446,Lake Wellington,205051100,Longford - Loch Sport,68.96,medium
SAL21446,Lake Wellington,205051102,Rosedale,18.48,low
SAL21446,Lake Wellington,205051101,Maffra,9.37,low
SAL21446,Lake Wellington,205051104,Yarram,2.51,low
SAL21446,Lake Wellington,205051103,Sale,0.69,low
SAL21447,Lake Wendouree,201011001,Alfredton,22.42,low
SAL21447,Lake Wendouree,201011482,Ballarat North - Invermay,20.74,low
SAL21447,Lake Wendouree,201011483,Canadian - Mount Clear,18.52,low
SAL21447,Lake Wendouree,201011002,Ballarat,15.56,low
SAL21447,Lake Wendouree,201011481,Ballarat East - Warrenheip,13.64,low
SAL21447,Lake Wendouree,201011005,Buninyong,4.56,low
SAL21447,Lake Wendouree,201011484,Sebastopol - Redan,4.56,low
SAL21448,Lake Wongan,201031014,Beaufort,99.88,high
SAL21448,Lake Wongan,215011387,Ararat Surrounds,0.12,low
SAL21449,Lakes Entrance,205021084,Lakes Entrance,96.39,high
SAL21449,Lakes Entrance,205021085,Orbost,3.61,low
SAL21449,Lakes Entrance,205051100,Longford - Loch Sport,0.0,low
SAL21450,Lal Lal,201021012,Gordon (Vic.),22.66,low
SAL21450,Lal Lal,201011008,Wendouree - Miners Rest,21.81,low
SAL21450,Lal Lal,201011001,Alfredton,10.67,low
SAL21450,Lal Lal,201031015,Golden Plains - North,7.47,low
SAL21450,Lal Lal,201011006,Delacombe,6.5,low
SAL21450,Lal Lal,201021010,Creswick - Clunes,5.58,low
SAL21450,Lal Lal,201011482,Ballarat North - Invermay,5.57,low
SAL21450,Lal Lal,203011035,Golden Plains - South,4.7,low
SAL21450,Lal Lal,201031014,Beaufort,3.8,low
SAL21450,Lal Lal,201011481,Ballarat East - Warrenheip,3.56,low
SAL21450,Lal Lal,201031013,Avoca,3.54,low
SAL21450,Lal Lal,201011005,Buninyong,2.49,low
SAL21450,Lal Lal,201011007,Smythes Creek,1.53,low
SAL21450,Lal Lal,217031474,Corangamite - North,0.13,low
SAL21451,Lalbert,215031401,Gannawarra,100.0,high
SAL21452,Lalor,209041530,Lalor - West,57.02,low
SAL21452,Lalor,209041529,Lalor - East,42.81,low
SAL21452,Lalor,209041223,Thomastown,0.17,low
SAL21453,Lamplough,201021012,Gordon (Vic.),22.66,low
SAL21453,Lamplough,201011008,Wendouree - Miners Rest,21.81,low
SAL21453,Lamplough,201011001,Alfredton,10.67,low
SAL21453,Lamplough,201031015,Golden Plains - North,7.47,low
SAL21453,Lamplough,201011006,Delacombe,6.5,low
SAL21453,Lamplough,201021010,Creswick - Clunes,5.58,low
SAL21453,Lamplough,201011482,Ballarat North - Invermay,5.57,low
SAL21453,Lamplough,203011035,Golden Plains - South,4.7,low
SAL21453,Lamplough,201031014,Beaufort,3.8,low
SAL21453,Lamplough,201011481,Ballarat East - Warrenheip,3.56,low
SAL21453,Lamplough,201031013,Avoca,3.54,low
SAL21453,Lamplough,201011005,Buninyong,2.49,low
SAL21453,Lamplough,201011007,Smythes Creek,1.53,low
SAL21453,Lamplough,217031474,Corangamite - North,0.13,low
SAL21454,Lancaster,216011407,Kyabram,98.14,high
SAL21454,Lancaster,216031419,Shepparton Surrounds - West,1.86,low
SAL21455,Lance Creek,205031093,Wonthaggi - Inverloch,100.0,high
SAL21456,Lancefield,210021235,Romsey,97.02,high
SAL21456,Lancefield,204011060,Seymour Surrounds,2.98,low
SAL21457,Landsborough (Vic.),201031013,Avoca,44.26,low
SAL21457,Landsborough (Vic.),215011392,Stawell,41.72,low
SAL21457,Landsborough (Vic.),215011391,St Arnaud,14.02,low
SAL21458,Landsborough West,201031013,Avoca,44.26,low
SAL21458,Landsborough West,215011392,Stawell,41.72,low
SAL21458,Landsborough West,215011391,St Arnaud,14.02,low
SAL21459,Lang Lang,205031093,Wonthaggi - Inverloch,60.84,medium
SAL21459,Lang Lang,212011548,Koo Wee Rup,38.97,low
SAL21459,Lang Lang,205031089,Korumburra,0.19,low
SAL21460,Lang Lang East,205031093,Wonthaggi - Inverloch,60.84,medium
SAL21460,Lang Lang East,212011548,Koo Wee Rup,38.97,low
SAL21460,Lang Lang East,205031089,Korumburra,0.19,low
SAL21461,Langdons Hill,201021010,Creswick - Clunes,99.36,high
SAL21461,Langdons Hill,201021011,Daylesford,0.64,low
SAL21462,Langi Kal Kal,201021012,Gordon (Vic.),22.66,low
SAL21462,Langi Kal Kal,201011008,Wendouree - Miners Rest,21.81,low
SAL21462,Langi Kal Kal,201011001,Alfredton,10.67,low
SAL21462,Langi Kal Kal,201031015,Golden Plains - North,7.47,low
SAL21462,Langi Kal Kal,201011006,Delacombe,6.5,low
SAL21462,Langi Kal Kal,201021010,Creswick - Clunes,5.58,low
SAL21462,Langi Kal Kal,201011482,Ballarat North - Invermay,5.57,low
SAL21462,Langi Kal Kal,203011035,Golden Plains - South,4.7,low
SAL21462,Langi Kal Kal,201031014,Beaufort,3.8,low
SAL21462,Langi Kal Kal,201011481,Ballarat East - Warrenheip,3.56,low
SAL21462,Langi Kal Kal,201031013,Avoca,3.54,low
SAL21462,Langi Kal Kal,201011005,Buninyong,2.49,low
SAL21462,Langi Kal Kal,201011007,Smythes Creek,1.53,low
SAL21462,Langi Kal Kal,217031474,Corangamite - North,0.13,low
SAL21463,Langi Logan,215011386,Ararat,88.48,medium
SAL21463,Langi Logan,215011387,Ararat Surrounds,10.38,low
SAL21463,Langi Logan,201031013,Avoca,0.88,low
SAL21463,Langi Logan,215011392,Stawell,0.26,low
SAL21464,Langkoop,215011393,West Wimmera,100.0,high
SAL21465,Langley,202021030,Kyneton,91.45,high
SAL21465,Langley,202021028,Castlemaine Surrounds,4.57,low
SAL21465,Langley,202021029,Heathcote,1.69,low
SAL21465,Langley,201021011,Daylesford,1.2,low
SAL21465,Langley,204011060,Seymour Surrounds,1.08,low
SAL21466,Langsborough,205051104,Yarram,100.0,high
SAL21466,Langsborough,205041094,Churchill,0.0,low
SAL21467,Langwarrin,214011374,Langwarrin,100.0,high
SAL21468,Langwarrin South,214021385,Somerville,61.42,medium
SAL21468,Langwarrin South,214011374,Langwarrin,38.58,low
SAL21469,Lara,203021043,Lara,100.0,high
SAL21470,Lardner,205011079,Warragul,56.52,low
SAL21470,Lardner,205011077,Mount Baw Baw Region,37.6,low
SAL21470,Lardner,205011078,Trafalgar (Vic.),5.88,low
SAL21471,Larpent,217031473,Colac Surrounds,91.71,high
SAL21471,Larpent,217031476,Otway,6.31,low
SAL21471,Larpent,217031475,Corangamite - South,1.9,low
SAL21471,Larpent,217031474,Corangamite - North,0.09,low
SAL21472,Lascelles,215011394,Yarriambiack,100.0,high
SAL21473,Launching Place,211051286,Yarra Valley,51.41,low
SAL21473,Launching Place,211051285,Wandin - Seville,48.59,low
SAL21474,Lauriston,202021030,Kyneton,91.45,high
SAL21474,Lauriston,202021028,Castlemaine Surrounds,4.57,low
SAL21474,Lauriston,202021029,Heathcote,1.69,low
SAL21474,Lauriston,201021011,Daylesford,1.2,low
SAL21474,Lauriston,204011060,Seymour Surrounds,1.08,low
SAL21475,Lavers Hill,217031476,Otway,100.0,high
SAL21476,Laverton (Vic.),213021342,Altona Meadows,65.6,medium
SAL21476,Laverton (Vic.),213021345,Seabrook,17.56,low
SAL21476,Laverton (Vic.),213051363,Laverton,16.84,low
SAL21477,Laverton North,213011570,Derrimut,98.57,high
SAL21477,Laverton North,213051363,Laverton,1.43,low
SAL21478,Lawler,215031400,Buloke,95.12,high
SAL21478,Lawler,215011391,St Arnaud,3.88,low
SAL21478,Lawler,215011394,Yarriambiack,1.0,low
SAL21479,Lawloit,215011390,Nhill Region,100.0,high
SAL21480,Lawrence (Vic.),201021010,Creswick - Clunes,66.96,medium
SAL21480,Lawrence (Vic.),201021011,Daylesford,26.48,low
SAL21480,Lawrence (Vic.),202021028,Castlemaine Surrounds,4.75,low
SAL21480,Lawrence (Vic.),201021012,Gordon (Vic.),1.82,low
SAL21481,Leaghur,202031033,Loddon,99.55,high
SAL21481,Leaghur,215031401,Gannawarra,0.45,low
SAL21482,Learmonth (Vic.),201021012,Gordon (Vic.),22.66,low
SAL21482,Learmonth (Vic.),201011008,Wendouree - Miners Rest,21.81,low
SAL21482,Learmonth (Vic.),201011001,Alfredton,10.67,low
SAL21482,Learmonth (Vic.),201031015,Golden Plains - North,7.47,low
SAL21482,Learmonth (Vic.),201011006,Delacombe,6.5,low
SAL21482,Learmonth (Vic.),201021010,Creswick - Clunes,5.58,low
SAL21482,Learmonth (Vic.),201011482,Ballarat North - Invermay,5.57,low
SAL21482,Learmonth (Vic.),203011035,Golden Plains - South,4.7,low
SAL21482,Learmonth (Vic.),201031014,Beaufort,3.8,low
SAL21482,Learmonth (Vic.),201011481,Ballarat East - Warrenheip,3.56,low
SAL21482,Learmonth (Vic.),201031013,Avoca,3.54,low
SAL21482,Learmonth (Vic.),201011005,Buninyong,2.49,low
SAL21482,Learmonth (Vic.),201011007,Smythes Creek,1.53,low
SAL21482,Learmonth (Vic.),217031474,Corangamite - North,0.13,low
SAL21483,Ledcourt,215011392,Stawell,81.6,medium
SAL21483,Ledcourt,215011389,Horsham Surrounds,11.29,low
SAL21483,Ledcourt,215011394,Yarriambiack,7.11,low
SAL21484,Leichardt,202031033,Loddon,76.14,medium
SAL21484,Leichardt,202021026,Bendigo Surrounds - South,23.86,low
SAL21485,Leigh Creek (Vic.),201021012,Gordon (Vic.),22.66,low
SAL21485,Leigh Creek (Vic.),201011008,Wendouree - Miners Rest,21.81,low
SAL21485,Leigh Creek (Vic.),201011001,Alfredton,10.67,low
SAL21485,Leigh Creek (Vic.),201031015,Golden Plains - North,7.47,low
SAL21485,Leigh Creek (Vic.),201011006,Delacombe,6.5,low
SAL21485,Leigh Creek (Vic.),201021010,Creswick - Clunes,5.58,low
SAL21485,Leigh Creek (Vic.),201011482,Ballarat North - Invermay,5.57,low
SAL21485,Leigh Creek (Vic.),203011035,Golden Plains - South,4.7,low
SAL21485,Leigh Creek (Vic.),201031014,Beaufort,3.8,low
SAL21485,Leigh Creek (Vic.),201011481,Ballarat East - Warrenheip,3.56,low
SAL21485,Leigh Creek (Vic.),201031013,Avoca,3.54,low
SAL21485,Leigh Creek (Vic.),201011005,Buninyong,2.49,low
SAL21485,Leigh Creek (Vic.),201011007,Smythes Creek,1.53,low
SAL21485,Leigh Creek (Vic.),217031474,Corangamite - North,0.13,low
SAL21486,Leitchville,215031401,Gannawarra,98.5,high
SAL21486,Leitchville,202031033,Loddon,1.5,low
SAL21487,Lemnos,216031593,Kialla,62.13,medium
SAL21487,Lemnos,216031416,Shepparton - North,18.76,low
SAL21487,Lemnos,216031594,Shepparton - South East,11.29,low
SAL21487,Lemnos,216031418,Shepparton Surrounds - East,7.17,low
SAL21487,Lemnos,204011055,Euroa,0.65,low
SAL21488,Leneva,204031491,Baranduda - Leneva,59.44,low
SAL21488,Leneva,204031075,Yackandandah,20.42,low
SAL21488,Leneva,204031072,Towong,9.52,low
SAL21488,Leneva,204031069,Bright - Mount Beauty,5.41,low
SAL21488,Leneva,204031073,West Wodonga,4.7,low
SAL21488,Leneva,204031492,Wodonga,0.02,low
SAL21489,Leonards Hill,201021011,Daylesford,96.46,high
SAL21489,Leonards Hill,202021028,Castlemaine Surrounds,2.63,low
SAL21489,Leonards Hill,201021012,Gordon (Vic.),0.91,low
SAL21489,Leonards Hill,202021030,Kyneton,0.0,low
SAL21490,Leongatha,205031090,Leongatha,100.0,high
SAL21491,Leongatha North,205031090,Leongatha,100.0,high
SAL21492,Leongatha South,205031090,Leongatha,100.0,high
SAL21493,Leopold,203021044,Leopold,87.97,medium
SAL21493,Leopold,203021045,Newcomb - Moolap,12.03,low
SAL21494,Lerderderg,201021011,Daylesford,74.41,medium
SAL21494,Lerderderg,201021009,Bacchus Marsh Surrounds,18.51,low
SAL21494,Lerderderg,202021031,Woodend,4.66,low
SAL21494,Lerderderg,202021030,Kyneton,2.42,low
SAL21495,Leslie Manor,217031471,Camperdown,72.66,medium
SAL21495,Leslie Manor,217031474,Corangamite - North,12.62,low
SAL21495,Leslie Manor,217031475,Corangamite - South,12.43,low
SAL21495,Leslie Manor,217031473,Colac Surrounds,2.29,low
SAL21496,Lethbridge,203011035,Golden Plains - South,100.0,high
SAL21497,Lexton,201021012,Gordon (Vic.),22.66,low
SAL21497,Lexton,201011008,Wendouree - Miners Rest,21.81,low
SAL21497,Lexton,201011001,Alfredton,10.67,low
SAL21497,Lexton,201031015,Golden Plains - North,7.47,low
SAL21497,Lexton,201011006,Delacombe,6.5,low
SAL21497,Lexton,201021010,Creswick - Clunes,5.58,low
SAL21497,Lexton,201011482,Ballarat North - Invermay,5.57,low
SAL21497,Lexton,203011035,Golden Plains - South,4.7,low
SAL21497,Lexton,201031014,Beaufort,3.8,low
SAL21497,Lexton,201011481,Ballarat East - Warrenheip,3.56,low
SAL21497,Lexton,201031013,Avoca,3.54,low
SAL21497,Lexton,201011005,Buninyong,2.49,low
SAL21497,Lexton,201011007,Smythes Creek,1.53,low
SAL21497,Lexton,217031474,Corangamite - North,0.13,low
SAL21498,Licola,205051101,Maffra,80.99,medium
SAL21498,Licola,205051102,Rosedale,18.5,low
SAL21498,Licola,205051099,Alps - West,0.52,low
SAL21498,Licola,204011057,Mansfield (Vic.),0.0,low
SAL21499,Licola North,205051101,Maffra,80.99,medium
SAL21499,Licola North,205051102,Rosedale,18.5,low
SAL21499,Licola North,205051099,Alps - West,0.52,low
SAL21499,Licola North,204011057,Mansfield (Vic.),0.0,low
SAL21500,Lillico (Vic.),205011079,Warragul,100.0,high
SAL21501,Lillicur,201031017,Maryborough Surrounds,77.33,medium
SAL21501,Lillicur,201031013,Avoca,18.06,low
SAL21501,Lillicur,201021010,Creswick - Clunes,4.61,low
SAL21502,Lillimur,215011390,Nhill Region,100.0,high
SAL21503,Lilliput,204021067,Wangaratta Surrounds,66.77,medium
SAL21503,Lilliput,204021065,Rutherglen,33.23,low
SAL21504,Lilydale (Vic.),211051278,Lilydale - Coldstream,99.5,high
SAL21504,Lilydale (Vic.),211051281,Mooroolbark,0.5,low
SAL21505,Lima,204021064,Benalla Surrounds,100.0,high
SAL21506,Lima East,204021064,Benalla Surrounds,100.0,high
SAL21507,Lima South,204021064,Benalla Surrounds,100.0,high
SAL21508,Limestone (Vic.),204011062,Yea,100.0,high
SAL21509,Lindenow,205021082,Bruthen - Omeo,100.0,high
SAL21510,Lindenow South,205021081,Bairnsdale,78.36,medium
SAL21510,Lindenow South,205021082,Bruthen - Omeo,14.42,low
SAL21510,Lindenow South,205021086,Paynesville,7.22,low
SAL21510,Lindenow South,205021083,Lake King,0.0,low
SAL21511,Lindsay,217011420,Glenelg (Vic.),75.12,medium
SAL21511,Lindsay,215011393,West Wimmera,18.28,low
SAL21511,Lindsay,217011423,Southern Grampians,6.61,low
SAL21512,Lindsay Point,215021399,Red Cliffs,95.02,high
SAL21512,Lindsay Point,215021398,Mildura Surrounds,4.98,low
SAL21513,Linga,215021398,Mildura Surrounds,100.0,high
SAL21514,Linton,201031015,Golden Plains - North,94.26,high
SAL21514,Linton,201031014,Beaufort,5.74,low
SAL21515,Liparoo,215031403,Robinvale,93.25,high
SAL21515,Liparoo,215031405,Swan Hill Surrounds,6.75,low
SAL21516,Lismore (Vic.),217031474,Corangamite - North,100.0,high
SAL21517,Litchfield,215031400,Buloke,95.12,high
SAL21517,Litchfield,215011391,St Arnaud,3.88,low
SAL21517,Litchfield,215011394,Yarriambiack,1.0,low
SAL21518,Little Desert,215011390,Nhill Region,100.0,high
SAL21519,Little Hampton,201021011,Daylesford,74.41,medium
SAL21519,Little Hampton,201021009,Bacchus Marsh Surrounds,18.51,low
SAL21519,Little Hampton,202021031,Woodend,4.66,low
SAL21519,Little Hampton,202021030,Kyneton,2.42,low
SAL21520,Little River (Vic.),213051468,Werribee - West,54.49,low
SAL21520,Little River (Vic.),203021043,Lara,45.51,low
SAL21521,Llanelly,202011025,White Hills - Ascot,30.81,low
SAL21521,Llanelly,202011024,Strathfieldsaye,29.98,low
SAL21521,Llanelly,202011023,Maiden Gully,15.2,low
SAL21521,Llanelly,202021026,Bendigo Surrounds - South,14.79,low
SAL21521,Llanelly,202031032,Bendigo Surrounds - North,3.22,low
SAL21521,Llanelly,202021029,Heathcote,2.95,low
SAL21521,Llanelly,202031033,Loddon,1.72,low
SAL21521,Llanelly,216011410,Rushworth,0.7,low
SAL21521,Llanelly,202011019,California Gully - Eaglehawk,0.6,low
SAL21521,Llanelly,201031017,Maryborough Surrounds,0.03,low
SAL21522,Llowalong,205051101,Maffra,91.08,high
SAL21522,Llowalong,205051100,Longford - Loch Sport,5.36,low
SAL21522,Llowalong,205021082,Bruthen - Omeo,3.27,low
SAL21522,Llowalong,205051099,Alps - West,0.28,low
SAL21522,Llowalong,204031069,Bright - Mount Beauty,0.0,low
SAL21522,Llowalong,205021086,Paynesville,0.0,low
SAL21523,Loch,205031089,Korumburra,76.06,medium
SAL21523,Loch,205031093,Wonthaggi - Inverloch,23.94,low
SAL21524,Loch Sport,205051100,Longford - Loch Sport,68.96,medium
SAL21524,Loch Sport,205051102,Rosedale,18.48,low
SAL21524,Loch Sport,205051101,Maffra,9.37,low
SAL21524,Loch Sport,205051104,Yarram,2.51,low
SAL21524,Loch Sport,205051103,Sale,0.69,low
SAL21525,Loch Valley,205011077,Mount Baw Baw Region,100.0,high
SAL21525,Loch Valley,204011061,Upper Yarra Valley,0.0,low
SAL21526,Lockington,216011408,Lockington - Gunbower,100.0,high
SAL21527,Locksley (Vic.),204011055,Euroa,67.17,medium
SAL21527,Locksley (Vic.),204011058,Nagambie,32.83,low
SAL21528,Lockwood,202011025,White Hills - Ascot,30.81,low
SAL21528,Lockwood,202011024,Strathfieldsaye,29.98,low
SAL21528,Lockwood,202011023,Maiden Gully,15.2,low
SAL21528,Lockwood,202021026,Bendigo Surrounds - South,14.79,low
SAL21528,Lockwood,202031032,Bendigo Surrounds - North,3.22,low
SAL21528,Lockwood,202021029,Heathcote,2.95,low
SAL21528,Lockwood,202031033,Loddon,1.72,low
SAL21528,Lockwood,216011410,Rushworth,0.7,low
SAL21528,Lockwood,202011019,California Gully - Eaglehawk,0.6,low
SAL21528,Lockwood,201031017,Maryborough Surrounds,0.03,low
SAL21529,Lockwood South,202011025,White Hills - Ascot,30.81,low
SAL21529,Lockwood South,202011024,Strathfieldsaye,29.98,low
SAL21529,Lockwood South,202011023,Maiden Gully,15.2,low
SAL21529,Lockwood South,202021026,Bendigo Surrounds - South,14.79,low
SAL21529,Lockwood South,202031032,Bendigo Surrounds - North,3.22,low
SAL21529,Lockwood South,202021029,Heathcote,2.95,low
SAL21529,Lockwood South,202031033,Loddon,1.72,low
SAL21529,Lockwood South,216011410,Rushworth,0.7,low
SAL21529,Lockwood South,202011019,California Gully - Eaglehawk,0.6,low
SAL21529,Lockwood South,201031017,Maryborough Surrounds,0.03,low
SAL21530,Loddon Vale,202031033,Loddon,100.0,high
SAL21531,Logan,201031017,Maryborough Surrounds,64.65,medium
SAL21531,Logan,202031033,Loddon,21.89,low
SAL21531,Logan,215011391,St Arnaud,13.46,low
SAL21532,Londrigan,204021067,Wangaratta Surrounds,88.78,medium
SAL21532,Londrigan,204021066,Wangaratta,10.8,low
SAL21532,Londrigan,216021412,Moira,0.41,low
SAL21533,Long Forest,213041353,Bacchus Marsh,95.86,high
SAL21533,Long Forest,201021009,Bacchus Marsh Surrounds,3.05,low
SAL21533,Long Forest,203021043,Lara,0.99,low
SAL21533,Long Forest,213041573,Eynesbury - Exford,0.1,low
SAL21534,Long Gully,202011018,Bendigo,35.67,low
SAL21534,Long Gully,202011020,East Bendigo - Kennington,33.48,low
SAL21534,Long Gully,202011021,Flora Hill - Spring Gully,22.52,low
SAL21534,Long Gully,202011025,White Hills - Ascot,8.33,low
SAL21534,Long Gully,202011024,Strathfieldsaye,0.0,low
SAL21535,Longerenong,215011389,Horsham Surrounds,56.29,low
SAL21535,Longerenong,215011388,Horsham,40.17,low
SAL21535,Longerenong,215011393,West Wimmera,2.22,low
SAL21535,Longerenong,217011423,Southern Grampians,0.7,low
SAL21535,Longerenong,215011394,Yarriambiack,0.61,low
SAL21535,Longerenong,215011390,Nhill Region,0.0,low
SAL21535,Longerenong,215011392,Stawell,0.0,low
SAL21536,Longford (Vic.),205051100,Longford - Loch Sport,68.96,medium
SAL21536,Longford (Vic.),205051102,Rosedale,18.48,low
SAL21536,Longford (Vic.),205051101,Maffra,9.37,low
SAL21536,Longford (Vic.),205051104,Yarram,2.51,low
SAL21536,Longford (Vic.),205051103,Sale,0.69,low
SAL21537,Longlea,202011025,White Hills - Ascot,30.81,low
SAL21537,Longlea,202011024,Strathfieldsaye,29.98,low
SAL21537,Longlea,202011023,Maiden Gully,15.2,low
SAL21537,Longlea,202021026,Bendigo Surrounds - South,14.79,low
SAL21537,Longlea,202031032,Bendigo Surrounds - North,3.22,low
SAL21537,Longlea,202021029,Heathcote,2.95,low
SAL21537,Longlea,202031033,Loddon,1.72,low
SAL21537,Longlea,216011410,Rushworth,0.7,low
SAL21537,Longlea,202011019,California Gully - Eaglehawk,0.6,low
SAL21537,Longlea,201031017,Maryborough Surrounds,0.03,low
SAL21538,Longwarry,205011076,Drouin,96.24,high
SAL21538,Longwarry,212011547,Bunyip - Garfield,3.76,low
SAL21539,Longwarry North,205011076,Drouin,96.24,high
SAL21539,Longwarry North,212011547,Bunyip - Garfield,3.76,low
SAL21540,Longwood (Vic.),204011055,Euroa,67.17,medium
SAL21540,Longwood (Vic.),204011058,Nagambie,32.83,low
SAL21541,Longwood East,204011055,Euroa,99.26,high
SAL21541,Longwood East,204011058,Nagambie,0.41,low
SAL21541,Longwood East,204011060,Seymour Surrounds,0.33,low
SAL21542,Lorne (Vic.),203031049,Lorne - Anglesea,100.0,high
SAL21543,Lorquon,215011390,Nhill Region,100.0,high
SAL21544,Lovely Banks,203021486,Corio - Lovely Banks,60.41,medium
SAL21544,Lovely Banks,203011034,Bannockburn,18.37,low
SAL21544,Lovely Banks,203021043,Lara,14.16,low
SAL21544,Lovely Banks,203021047,North Geelong - Bell Park,5.63,low
SAL21544,Lovely Banks,203011035,Golden Plains - South,1.44,low
SAL21545,Lower Moira,216021413,Numurkah,100.0,high
SAL21546,Lower Norton,215011389,Horsham Surrounds,56.29,low
SAL21546,Lower Norton,215011388,Horsham,40.17,low
SAL21546,Lower Norton,215011393,West Wimmera,2.22,low
SAL21546,Lower Norton,217011423,Southern Grampians,0.7,low
SAL21546,Lower Norton,215011394,Yarriambiack,0.61,low
SAL21546,Lower Norton,215011390,Nhill Region,0.0,low
SAL21546,Lower Norton,215011392,Stawell,0.0,low
SAL21547,Lower Plenty,209011202,Montmorency - Briar Hill,100.0,high
SAL21548,Loy Yang,205041494,Traralgon - West,53.97,low
SAL21548,Loy Yang,205041493,Traralgon - East,38.51,low
SAL21548,Loy Yang,205041094,Churchill,3.37,low
SAL21548,Loy Yang,205041098,Yallourn North - Glengarry,2.85,low
SAL21548,Loy Yang,205051104,Yarram,1.02,low
SAL21548,Loy Yang,205051102,Rosedale,0.28,low
SAL21548,Loy Yang,205041096,Morwell,0.0,low
SAL21549,Lubeck,215011392,Stawell,81.6,medium
SAL21549,Lubeck,215011389,Horsham Surrounds,11.29,low
SAL21549,Lubeck,215011394,Yarriambiack,7.11,low
SAL21550,Lucas,201011001,Alfredton,22.42,low
SAL21550,Lucas,201011482,Ballarat North - Invermay,20.74,low
SAL21550,Lucas,201011483,Canadian - Mount Clear,18.52,low
SAL21550,Lucas,201011002,Ballarat,15.56,low
SAL21550,Lucas,201011481,Ballarat East - Warrenheip,13.64,low
SAL21550,Lucas,201011005,Buninyong,4.56,low
SAL21550,Lucas,201011484,Sebastopol - Redan,4.56,low
SAL21551,Lucknow (Vic.),205021081,Bairnsdale,78.36,medium
SAL21551,Lucknow (Vic.),205021082,Bruthen - Omeo,14.42,low
SAL21551,Lucknow (Vic.),205021086,Paynesville,7.22,low
SAL21551,Lucknow (Vic.),205021083,Lake King,0.0,low
SAL21552,Lucyvale,204031491,Baranduda - Leneva,59.44,low
